age,species,score
15.3847208997,Big brown bat,3.64358981727
16.667682977,Arctic Fox,3.73697866554
5.64718845326,Chinchilla,0.913413215486
44.8156295296,African elephant,6.17870994602
38.6556310106,African elephant,5.27565798609
20.6237497765,Big brown bat,2.93378802307
38.2792577601,Brazilian tapir,4.45853123198
5.61138335888,African giant pouched rat,2.84841973618
36.1945750286,Chimpanzee,4.37497835659
25.4763084532,Cat,5.68306980177
31.5249695522,African elephant,5.64314002625
21.0914339819,Baboon,3.3349988462
17.6639549181,Arctic Fox,4.21686812233
22.862103937,Baboon,3.4243531398
39.3699026106,African elephant,5.61052144888
8.81293251198,Chinchilla,1.46057599058
11.2621508071,Arctic Fox,2.9768766943
56.4224928954,Asian elephant,8.00546199243
30.6073303663,Brazilian tapir,5.32137912888
5.41966698223,African giant pouched rat,1.27728606042
23.8780425721,Big brown bat,4.4952054321
49.5039349521,African elephant,6.46510240514
33.7867732416,Cat,6.66459611379
33.8684153693,Cat,7.43166439357
6.16777694949,Chinchilla,2.42602806018
49.3867994738,African elephant,6.36118696377
64.7955492956,Asian elephant,8.59127045769
22.5116288325,Baboon,3.9975197786
22.6366707548,Baboon,5.08625611319
36.4149094441,Brazilian tapir,4.51111607062
30.815046477,Cat,5.61137912074
21.407077408,Baboon,4.32781688395
32.964882849,Brazilian tapir,7.10982775352
3.97108352046,African giant pouched rat,1.14437975896
12.6137785541,Arctic Fox,2.70616195896
50.9328052725,Asian elephant,6.15877769386
20.2507214093,Big brown bat,4.49695795399
14.9847448356,Arctic Fox,3.25161432533
20.7413204805,Cat,3.31857704399
46.5831560508,African elephant,5.6027655427
23.0133736682,Baboon,3.70011175399
8.7378993238,Chinchilla,1.17879662077
28.4054185141,Cat,5.32612916954
28.6079033523,African elephant,5.98090179173
48.9804337117,Chimpanzee,6.00204957946
29.991315118,Baboon,6.19443604831
17.587174435,Arctic Fox,2.33902504811
6.76020827208,Chinchilla,2.37582891456
22.5894504819,Big brown bat,4.5604061106
35.1001812205,African elephant,4.11084338262
31.3814573261,African elephant,4.6998560867
8.13458391796,Chinchilla,2.09420661408
48.9748587734,African elephant,6.76238937538
20.2197854535,Cat,3.35614198077
7.21520520026,Chinchilla,0.98873680103
34.0133135185,Baboon,6.17193605924
5.4935209797,African giant pouched rat,2.89642324555
58.7184980998,Asian elephant,8.38381669522
44.964963708,African elephant,6.17771242884
15.5925546047,Arctic Fox,3.03953211062
17.0413251871,Arctic Fox,3.33731680894
74.8316099946,Asian elephant,8.67233676834
4.63804113938,African giant pouched rat,2.06161036779
33.2590169004,Brazilian tapir,4.74986869188
3.776460875,African giant pouched rat,0.752786426426
27.8949563274,Brazilian tapir,4.54036121682
21.9505691384,Big brown bat,3.60015783255
48.6315682261,Chimpanzee,7.04872811032
32.4506804106,Baboon,5.95654522353
28.0942637907,Brazilian tapir,4.99598232169
35.6639346914,Chimpanzee,5.0932300279
3.51436503357,African giant pouched rat,1.18255324867
26.6508832311,Cat,5.99425810357
32.2615145594,Cat,4.7857714693
79.5983144723,Asian elephant,9.41505570279
67.0660284644,Asian elephant,9.19082676261
12.3648053643,Arctic Fox,2.84103869065
71.3730482263,Asian elephant,9.94479037225
39.3129187077,Brazilian tapir,5.72307554944
22.5519382156,Big brown bat,4.48739448684
23.274246533,Cat,5.23332620976
25.112418944,Baboon,4.78439515995
3.52787233852,African giant pouched rat,1.54916960433
36.0948235766,Brazilian tapir,4.7536141183
5.47020724524,African giant pouched rat,1.97649252389
54.6274725572,Chimpanzee,7.7980316536
16.3045072305,Big brown bat,2.84671224321
87.634028254,Asian elephant,10.709899374
33.7234405674,Brazilian tapir,5.45705223426
30.2943117537,Cat,4.81938536133
27.7550707445,Cat,4.89594488015
7.05743370638,Chinchilla,1.29956267619
35.6447085626,Brazilian tapir,4.82412200782
15.386981219,Arctic Fox,3.4723926861
48.5560391996,Chimpanzee,6.13303705081
13.7012766738,Big brown bat,1.85723014679
18.1140805809,Big brown bat,3.37345189145
39.440577024,African elephant,4.86645658408
28.9278700651,Baboon,5.43353929601
17.9460171732,Arctic Fox,2.66407513165
53.7027902442,Chimpanzee,6.71938040692
27.1327637843,Cat,5.03517330676
3.75974436473,African giant pouched rat,1.19245185911
74.1025714688,Asian elephant,10.2842041634
4.33205751898,African giant pouched rat,1.26563157858
23.6178307104,Big brown bat,4.23814255468
4.25621126915,African giant pouched rat,0.48348597423
59.1548869378,Asian elephant,7.23535807101
5.78886864211,African giant pouched rat,1.46497370362
37.0685141137,African elephant,4.67577740593
31.0778992635,Baboon,4.74359944154
10.5757872697,Arctic Fox,1.98245010537
74.092458398,Asian elephant,9.67648998604
45.9560265477,Chimpanzee,6.4149283875
26.3746600296,Brazilian tapir,4.05996773343
28.1191217792,Cat,4.90849761089
29.9867654474,African elephant,5.33690904806
5.29451259293,Chinchilla,2.66777539321
8.5509120504,Chinchilla,1.26689944816
17.7739494719,Big brown bat,4.77815236841
23.5629811411,Brazilian tapir,4.14290152791
28.8083026031,African elephant,6.47460679703
14.468422721,Big brown bat,3.86209150342
5.9144920693,Chinchilla,1.44534573826
46.7748617398,African elephant,6.42011541173
34.0437722619,Cat,5.82083555232
26.2037142512,Cat,4.66008319606
38.0550002341,Brazilian tapir,5.09243180017
33.0453366523,Cat,7.15790583495
8.01465529017,Chinchilla,0.975474554127
16.4238444549,Big brown bat,3.64596216905
16.8550510135,Arctic Fox,3.56558505628
17.9430718142,Arctic Fox,2.95394673042
64.1590712581,Chimpanzee,8.09948219649
69.5214852546,Asian elephant,9.11006241274
51.4135280928,Chimpanzee,6.65993106855
6.69254016948,Chinchilla,0.794064345984
68.2048985858,Asian elephant,9.89027908153
88.5855055639,Asian elephant,13.441830404
3.27793020922,African giant pouched rat,0.969868287057
16.241208174,Arctic Fox,2.23747802427
46.2732104976,African elephant,6.21449629665
3.40827980159,African giant pouched rat,0.771815921251
32.3248121642,African elephant,6.55001507306
7.87932470965,Chinchilla,1.02129502853
57.4189592369,Chimpanzee,7.08856384482
24.4952884756,Big brown bat,4.10866318505
18.2953295168,Big brown bat,3.1632134093
25.739989401,Cat,3.87697894563
15.0499078719,Big brown bat,3.35468450691
19.9150820849,Baboon,5.31120203927
43.9567406144,African elephant,5.95769839618
37.1265972619,Brazilian tapir,5.26257751778
19.5009006397,Big brown bat,2.58445420265
17.6766335587,Big brown bat,3.3675091175
8.49379444098,Chinchilla,1.9057928572
5.62361669395,African giant pouched rat,2.44618274019
60.968731572,Asian elephant,7.7735063629
13.4193968227,Arctic Fox,1.9896815802
11.2436083796,Arctic Fox,1.54370404562
35.6047385442,Cat,4.17269492879
29.2642958667,Cat,6.50954119179
36.3711295678,Brazilian tapir,4.9465403698
29.2487420346,African elephant,4.53159848495
47.6455510778,Chimpanzee,7.29580992814
39.5084446013,Brazilian tapir,5.75742552366
6.0065398825,Chinchilla,2.63277612455
18.0706765893,Arctic Fox,3.70592197096
5.87083563209,Chinchilla,1.6550200603
47.0752746613,African elephant,6.94311130816
78.3377256401,Asian elephant,9.12799549216
15.4733930218,Arctic Fox,3.41445114487
8.98925889498,Chinchilla,1.44689221023
5.04510657376,Chinchilla,2.67318343831
34.0668119823,Brazilian tapir,5.12258576304
5.15825309193,African giant pouched rat,0.877023848371
12.4357328183,Arctic Fox,2.6048733494
4.27655074212,African giant pouched rat,0.611347281073
24.1138613293,Big brown bat,3.45215450177
5.53671059649,African giant pouched rat,1.06875463526
35.2344123797,Brazilian tapir,4.58309264007
15.6262347796,Arctic Fox,4.22151773462
35.1939727364,Chimpanzee,4.37796431181
49.6163119922,African elephant,6.22853446956
86.6067299492,Asian elephant,11.4076807399
47.1335570309,African elephant,6.61963741827
31.3220989182,Baboon,6.17946667113
38.8440666738,Brazilian tapir,5.09092974021
20.4768211837,Big brown bat,4.11212829858
8.28598438584,Chinchilla,1.50894477985
27.6212472838,Brazilian tapir,5.44530752597
31.3486128623,Cat,5.82565336357
30.1499802598,Baboon,5.00726489163
13.6629851267,Big brown bat,1.95183333433
34.4182771346,Brazilian tapir,5.06576201681
24.5983367658,Big brown bat,5.37850977962
47.1691760851,African elephant,5.74828827273
31.5461126597,African elephant,6.64720631837
23.3648772487,Cat,3.49343795057
24.3610461907,Baboon,3.63873492157
23.006742224,Big brown bat,4.34952910162
32.5490559194,Cat,7.0390353286
36.3214709514,Brazilian tapir,4.78184575498
67.4471768315,Asian elephant,8.03815858888
17.3812583688,Big brown bat,2.83465267585
22.6517026717,Baboon,4.70015984798
37.037950198,African elephant,5.4329578373
3.25634104101,African giant pouched rat,1.31264758925
52.6004701766,Chimpanzee,6.34400340012
6.42292195737,Chinchilla,3.36391761187
23.0161542008,Brazilian tapir,4.15778992859
26.64904966,Brazilian tapir,4.68167449687
21.124739693,Big brown bat,4.53776417442
68.2560149135,Asian elephant,8.02614138697
25.24169387,Cat,4.29854127368
37.2474043832,African elephant,5.22587723209
7.96815199227,Chinchilla,1.23940110994
21.8623042899,Baboon,4.82404677989
63.2515222353,Asian elephant,8.59303962734
57.8311720008,Asian elephant,6.94390531295
10.8517616361,Arctic Fox,1.7308392776
19.302902337,Big brown bat,3.66054601591
8.30717648832,Chinchilla,2.12253383817
15.3359297481,Big brown bat,2.05492336856
49.6561819803,African elephant,7.57955319456
39.1796914009,Chimpanzee,5.01921410646
35.0924332716,Baboon,4.34002965672
3.16925453854,African giant pouched rat,0.601746738644
20.2847636494,Cat,3.48707390251
5.70775583844,Chinchilla,2.44846047144
19.8405676813,Big brown bat,2.6943324982
26.2116200104,Brazilian tapir,3.80016726022
64.9577968186,Chimpanzee,7.81951139249
48.4244768798,Chimpanzee,6.92412965723
12.4914320256,Arctic Fox,1.5758849842
56.1649703006,Asian elephant,7.19586750391
3.95848964765,African giant pouched rat,1.14129072751
47.8976348038,African elephant,6.80540462673
28.2278522228,Brazilian tapir,6.16425171152
5.00585839066,African giant pouched rat,0.640232619591
58.0823246819,Chimpanzee,7.57633975613
52.4422676817,Chimpanzee,7.89569420338
36.1139052591,African elephant,5.02720504366
6.75312815377,Chinchilla,0.768654961796
15.0529035728,Arctic Fox,3.41037622033
73.7343286523,Asian elephant,10.67419238
62.8501968471,Chimpanzee,8.16271485211
17.5301608611,Arctic Fox,2.40914406829
62.9326292188,Asian elephant,7.35042822666
4.49347059514,African giant pouched rat,1.55904024785
5.66020653927,Chinchilla,2.64289095539
22.5407138519,Cat,3.24209882945
28.3943247391,Baboon,5.6324248419
26.0004499518,Cat,4.80059109417
22.8669403435,Big brown bat,4.49521637239
4.44656893172,African giant pouched rat,2.26721187693
22.3363911467,Brazilian tapir,3.15449957
13.9769941978,Arctic Fox,2.6655694634
44.9500855629,Chimpanzee,5.85469719846
33.9999648847,African elephant,4.76207508705
24.8391426568,Cat,4.17867840629
8.90211377352,Chinchilla,1.22394873222
78.0096896094,Asian elephant,10.8535487917
6.99472583501,Chinchilla,2.69104817073
28.7925728702,Baboon,4.71892218433
7.2848963643,Chinchilla,1.60621437098
17.9539164785,Big brown bat,2.80953299789
24.4818167194,Baboon,4.29887743778
17.9298504407,Big brown bat,4.08998889792
38.8445740522,African elephant,5.65801554396
54.7932720802,Chimpanzee,7.45541857062
7.65359732335,Chinchilla,1.24678765173
37.9036104115,Chimpanzee,4.45407510492
73.7561003658,Asian elephant,9.15117101916
14.0251478631,Big brown bat,2.27453693082
27.4837894366,Brazilian tapir,4.65945092572
3.99543766164,African giant pouched rat,1.88979402222
73.0561395975,Asian elephant,8.49674107751
8.73415871662,Chinchilla,1.63501376858
31.6181829544,Cat,4.46199411518
45.8430854364,African elephant,6.70782520157
3.46971084939,African giant pouched rat,0.814237676345
25.1127255492,Cat,5.68526944465
36.1145453494,Brazilian tapir,4.86006198892
42.8400852465,African elephant,6.20275493744
30.4774607678,Cat,4.68474892601
7.98248229459,Chinchilla,1.05944474308
16.3215156515,Arctic Fox,2.78705688517
22.1695798885,Cat,3.1498024665
21.8826361893,Cat,4.16944567329
17.6829956096,Arctic Fox,4.52069166248
22.5219418703,Baboon,3.25026264456
71.2455976837,Asian elephant,9.71166996948
22.7525104993,Baboon,4.78665206346
30.3502669419,Baboon,6.3143410541
56.7106431179,Chimpanzee,8.23600385714
15.7016318462,Big brown bat,2.66473889552
32.0020340277,Baboon,5.10918327068
8.10882726836,Chinchilla,1.60511870661
16.3925299679,Arctic Fox,3.68028085002
80.6019143194,Asian elephant,11.0415080919
34.5574876466,Brazilian tapir,7.1032138821
7.5581223182,Chinchilla,1.38714029921
15.2341920948,Arctic Fox,3.43085949059
7.14154968359,Chinchilla,1.18312141895
9.04273503956,Chinchilla,1.8603377355
33.0446006995,Brazilian tapir,5.84409572848
45.2638994352,Chimpanzee,5.92202410319
4.22285507482,African giant pouched rat,1.55225561919
17.2263272796,Arctic Fox,2.4103156447
63.8423944042,Chimpanzee,8.82848771764
24.593833274,Brazilian tapir,5.37082900652
13.3574395078,Arctic Fox,2.43944715966
30.7344998539,Cat,6.20037814117
14.308191331,Big brown bat,2.9850157982
3.65259865357,African giant pouched rat,0.425981351166
25.0078989091,Brazilian tapir,3.85349471503
11.2647240256,Arctic Fox,1.74064413521
8.66230736053,Chinchilla,1.23890794528
7.82662155167,Chinchilla,1.76335090359
4.60176727658,African giant pouched rat,1.80807113907
51.3218029217,Asian elephant,7.30593885146
21.7981568368,Big brown bat,4.34587642387
13.4392045599,Big brown bat,1.99161285515
21.5768984292,Baboon,3.49313440723
33.0363232935,Baboon,7.26974878259
20.1489053487,Baboon,4.27241977659
20.0437307797,Big brown bat,2.86290587102
16.1389858164,Big brown bat,2.08228648172
23.8098275489,Brazilian tapir,4.15694158317
5.09254252173,Chinchilla,1.19808048548
41.3460351745,Chimpanzee,5.34923748589
25.7493644816,Brazilian tapir,3.61347735936
17.0025450002,Big brown bat,3.76458436278
64.2687272158,Chimpanzee,7.96531313311
23.2236309316,Baboon,4.35497054386
7.74215049878,Chinchilla,1.64132602318
8.27009561458,Chinchilla,1.25906407331
23.1394730412,Big brown bat,4.04611471769
30.8961491621,Cat,6.84483226838
6.10912323693,Chinchilla,1.94808278968
4.51537609208,African giant pouched rat,1.19480812782
35.4220328357,Cat,5.03076933831
40.9945582761,Chimpanzee,5.17562863109
4.50019275976,African giant pouched rat,1.82968008333
61.3725423855,Chimpanzee,8.88949831474
10.6452346353,Arctic Fox,1.38090511539
40.8886385905,African elephant,6.20840615522
89.0803406597,Asian elephant,11.8238445701
14.648565472,Big brown bat,1.8701489047
52.5694701022,Asian elephant,6.71054537487
28.3101843592,Brazilian tapir,5.51314053226
77.7646860036,Asian elephant,10.1540539145
36.185974738,African elephant,4.62234326474
57.0416310846,Asian elephant,8.17421652903
41.7382354707,African elephant,4.95379309748
15.9705605843,Big brown bat,1.93472895462
78.0524429342,Asian elephant,11.4612818135
23.670212474,Cat,4.54054867519
10.1689920954,Arctic Fox,2.02427873053
86.3839941569,Asian elephant,13.2292527465
11.3237815115,Arctic Fox,2.90413956507
18.2020313636,Big brown bat,2.36430386414
36.6742768834,Brazilian tapir,4.71489773567
42.8442304941,African elephant,6.47812297436
4.65670996582,African giant pouched rat,1.94545008271
32.6826111871,Cat,6.9270183919
42.3399763081,African elephant,4.90895017401
75.0571998264,Asian elephant,9.13730411009
5.17542975879,African giant pouched rat,0.90191099363
29.2992479196,African elephant,6.0204958314
7.74575187454,Chinchilla,1.2596955785
24.3657594173,Big brown bat,4.13456751662
22.3052036353,Cat,4.07411543237
43.241172117,African elephant,5.21732620845
51.4451347097,Chimpanzee,7.53039457981
42.3842760529,African elephant,5.62756601678
22.2477736679,Big brown bat,4.91137929653
7.57205542449,Chinchilla,1.99591652047
24.0314768557,Baboon,5.31800277645
3.42526277515,African giant pouched rat,0.508263419385
34.3440103049,Cat,7.80284915874
34.3105606445,Baboon,7.74504716453
13.5349188861,Arctic Fox,1.77606355039
10.2372599356,Arctic Fox,1.30143525395
16.0388564939,Arctic Fox,3.91166674406
15.1857717899,Big brown bat,3.40502751384
16.2998618215,Arctic Fox,2.33506433742
29.1313058212,African elephant,6.04389521347
62.7007760565,Asian elephant,9.55100976334
23.7352213337,Cat,4.12646097315
40.2607406673,African elephant,6.14720079439
73.5471288178,Asian elephant,9.41825757277
30.4746424159,Baboon,5.18249600919
48.4923322231,African elephant,6.72865651502
6.80176084892,Chinchilla,1.85347562002
58.5202998349,Chimpanzee,7.95818096547
23.2501990631,Big brown bat,4.54967560347
36.1524654181,Cat,5.12528508265
5.5139744907,Chinchilla,1.18892699937
75.4333223129,Asian elephant,10.2058322062
46.3113398553,African elephant,7.0772407676
5.15936022896,Chinchilla,1.85728395096
65.9040870211,Asian elephant,9.00572832397
32.3596345412,Brazilian tapir,4.84059631373
25.3573413417,Brazilian tapir,4.37501766883
16.0949040591,Arctic Fox,2.16038417524
28.1586641721,Baboon,5.21787344831
3.74060601661,African giant pouched rat,0.744877186033
49.2869231533,African elephant,7.41654943766
33.171104357,Cat,4.64802009209
22.5048243654,Baboon,4.52442464311
33.1581360081,Brazilian tapir,6.06206054451
31.5642025543,African elephant,4.79089845597
64.332296198,Chimpanzee,8.76645969206
24.8914213422,Brazilian tapir,4.31258908653
47.174079495,Chimpanzee,5.73787007792
19.8455797284,Cat,5.02377888602
43.7088033104,Chimpanzee,6.57306091084
83.0536930802,Asian elephant,10.4798523529
8.11580514166,Chinchilla,1.83343359152
21.1983690178,Cat,4.38305682713
39.1303016162,Chimpanzee,5.13026641337
5.60609882227,Chinchilla,1.37097993133
4.68477088828,African giant pouched rat,1.27439446291
62.9133494497,Chimpanzee,9.04514892145
11.6674489261,Arctic Fox,2.98036284864
14.9754235766,Big brown bat,2.84228222387
32.7088611587,Brazilian tapir,5.34084068022
34.9241293038,Brazilian tapir,6.57360396274
6.74094190265,Chinchilla,2.86688866225
4.86415188757,African giant pouched rat,1.8795708654
53.9046970591,Asian elephant,6.88402364136
26.4348259762,Baboon,4.5586587801
12.0237142683,Arctic Fox,2.30853750693
16.7524692735,Arctic Fox,3.48581321162
40.9541461923,Chimpanzee,6.17435481389
36.2876118297,Brazilian tapir,4.43786363838
11.4024148835,Arctic Fox,1.89778789921
7.58494659733,Chinchilla,1.99705298834
22.9623416787,Big brown bat,3.23733014789
16.46088961,Big brown bat,2.53579792457
11.7564093686,Arctic Fox,2.41845572156
59.5318447519,Chimpanzee,8.28067411498
11.2887875403,Arctic Fox,1.71751537001
34.825754151,Brazilian tapir,6.13162617759
35.3808683183,Cat,5.13047112495
23.6339042395,Cat,4.51727641344
34.0046497827,Baboon,5.18767512111
22.1817127725,Big brown bat,3.31550942478
23.087102846,Big brown bat,3.26299641502
7.64999387948,Chinchilla,1.90938189174
5.20740481331,Chinchilla,1.46654869715
53.963955959,Asian elephant,6.91063665745
54.9917449225,Chimpanzee,6.77431280488
6.88711118069,Chinchilla,1.33380124304
23.0523461909,Big brown bat,3.90550720932
33.6565831012,Cat,7.20346029144
6.35192896613,Chinchilla,1.16662858097
22.4155852751,Baboon,4.09980604841
5.27255879417,African giant pouched rat,1.97887151874
14.9848006323,Big brown bat,2.0061596097
26.8225583507,Brazilian tapir,4.97217871141
3.42253472953,African giant pouched rat,0.752731305643
7.43329751696,Chinchilla,1.3091969661
28.4598962355,Cat,4.80218643507
3.31571532433,African giant pouched rat,1.25343328132
5.63025920734,Chinchilla,1.28841190057
20.241120275,Big brown bat,3.30105135005
80.6901840251,Asian elephant,9.55995128769
5.36502589182,African giant pouched rat,2.24171922676
39.6103896468,African elephant,5.3729993355
29.084518566,Cat,5.41494875406
15.7651907291,Arctic Fox,4.0207928465
38.4255722663,African elephant,4.88283338718
4.94000163239,African giant pouched rat,2.21869227927
24.6239308655,Big brown bat,4.63043856979
29.5426154561,African elephant,5.40521824986
22.3416711522,Big brown bat,4.22060241509
28.0715745319,Cat,5.63921412602
45.0994757135,African elephant,5.60978551369
9.9251294277,Arctic Fox,2.37682916108
51.918794985,Chimpanzee,6.32768613504
18.016358336,Arctic Fox,3.5720759265
30.8992138127,Cat,6.51136990584
5.37267519221,African giant pouched rat,2.01508686409
6.86327977082,Chinchilla,1.7708132796
32.1601586653,Baboon,7.23835555751
35.4317214843,Cat,5.17953805618
34.8967482561,African elephant,6.44512719007
6.93600673088,Chinchilla,1.00292041098
3.4422253268,African giant pouched rat,0.399450942966
28.8884847368,Brazilian tapir,5.65101834517
27.5557141929,Baboon,6.19877788631
64.4206506168,Asian elephant,9.05949833838
23.3055094979,Big brown bat,4.01423402306
13.0223807504,Arctic Fox,2.74293778157
59.0769274508,Chimpanzee,8.54191421231
23.8337745044,Cat,4.92847440184
19.7327669845,Cat,4.12174019071
14.946288428,Arctic Fox,2.16106043004
26.3879510282,Baboon,3.81489588465
25.7221638562,Brazilian tapir,4.2839993398
23.8634957146,Baboon,4.81781551009
57.1510640257,Chimpanzee,7.30684069488
22.8363178697,Big brown bat,3.46815694932
23.9521459645,Baboon,4.34562913642
20.8966182405,Big brown bat,3.22337107295
48.2040203894,Chimpanzee,6.44889324857
24.3122807622,Cat,5.35346978242
15.1040525359,Big brown bat,2.49824745622
47.66127966,African elephant,6.94015553681
7.97916360152,Chinchilla,1.6526008317
23.4743791075,Brazilian tapir,3.30953837432
5.10304205757,African giant pouched rat,1.45193300303
49.4033136792,Chimpanzee,7.28761728435
4.82339443708,African giant pouched rat,1.40446394678
3.36676968529,African giant pouched rat,1.59380463493
7.85441696785,Chinchilla,1.00787935517
20.2557925877,Big brown bat,3.59188329672
39.7185170268,African elephant,4.93108404389
15.7659126732,Arctic Fox,2.47410726398
33.410110664,Cat,6.17190357541
47.3282250512,Chimpanzee,5.86007436334
30.8523148857,Cat,6.94802345175
23.634327933,Big brown bat,5.34312223576
14.9229937234,Big brown bat,2.14916475922
23.1861172881,Cat,4.44145763446
24.8166264079,Brazilian tapir,3.99607368267
22.0895658957,Cat,3.35847815902
4.56101730833,African giant pouched rat,2.15208718529
29.8922985493,Cat,5.3449393761
38.0118482653,Chimpanzee,4.46867573232
21.7868231973,Baboon,3.68141543179
82.5939016651,Asian elephant,12.3800997082
46.1642795535,African elephant,7.03605667728
48.6117302673,Asian elephant,6.53057416762
35.2829692802,Chimpanzee,5.16230439662
25.3521584199,Cat,5.47944424398
35.7041018822,Brazilian tapir,4.42286135743
44.0541801151,African elephant,6.01656678891
29.3149482799,Baboon,4.68344536589
27.8619776023,African elephant,6.17381338886
24.4761337731,Big brown bat,4.10998529424
25.8552352659,Cat,4.25098458736
5.69636815333,Chinchilla,2.98908000639
5.34717357595,African giant pouched rat,2.47593872715
32.2752097372,Brazilian tapir,6.75507124297
21.7482176945,Brazilian tapir,3.65579572837
35.7873510806,African elephant,4.47346519349
14.5369754745,Big brown bat,3.19519433631
